cause,category_cause,effect,category_effect,relationship,frequency,num_papers,main_confidence,sample_evidence
massively parallel simulations,data,policy training,model,enables,1,1,high,"expedite policy training, and an environment generator tasked with crafting sufficiently challenging"
environment generator,data,policy improvement,model,enables,1,1,high,to facilitate continuous policy improvement
denoising diffusion probabilistic models,model,training environments,data,improves,1,1,high,leverage Denoising Diffusion Probabilistic Models to dynamically expand existing training environments
noise optimization,model,environment generation,data,enables,1,1,high,guides the diffusion model's generation process through initial noise optimization
noise level,model,training diversity,adaptation,improves,1,1,high,"manipulating the noise corruption level, ADEPT seamlessly transitions between generating similar environments"
GaRA,model,SAM generalization capability,model,improves,1,1,high,without compromising the generalization capability of SAM.
sam,model,interactive annotations,interface,enables,1,1,high,"SAMJ enables seamless, interactive annotations with one-click installation"
SAM,interface,creation of labeled datasets,outcome,improves,1,1,high,simplifies and accelerates the creation of labeled image datasets
SAM,model,prompt-free segmentation,outcome,enables,1,1,high,achieve strong performance in prompt-free medical image segmentation
Hierarchical Self-Prompting SAM (HSP-SAM),model,strong performance,outcome,improves,1,1,high,achieves superior performance on classic segmentation tasks
HSP-SAM,model,robustness,outcome,enables,1,1,high,maintaining robustness across diverse medical imaging modalities
abstract prompts,model,enhanced model robustness,outcome,improves,1,1,high,encapsulate richer and higher-dimensional semantic information
HSP-SAM,model,generalization,outcome,enables,1,1,high,exhibits strong generalization to unseen datasets
GaRA,model,robust model training,model,improves,1,1,high,GaRA introduces lightweight adapters into intermediate layers of the frozen SAM.
GaRA,model,parameter efficiency,model,enables,1,1,high,"prioritizes three key aspects: first, parameter efficiency to maintain the inherent generalization capability of SAM."
policy learning,model,navigation methods,outcome,improves,1,1,high,policy trained by ADEPT outperforms both procedural generated and natural environments
synthetic data,data,clinical translation,outcome,enables,1,1,medium,"future directions concerning synthetic data, early fusion, lessons learnt from generalist models"
sim-to-real gap,problem,policy improvement,outcome,solves,1,1,high,the gap between simulation and the real environment remains a major obstacle to the practical deployment of RL.
latent space representation,model,domain gap,problem,evaluates,1,1,medium,our approach enables an intuitive observation of the challenges faced by model-based methods in sim-to-real transfer.
sim-to-real gap,problem,performance,outcome,reduces,1,1,high,agents trained in simulators often struggle to maintain performance when transferred to real-world physical environments
text-guided mask,problem,executable actions for robots,outcome,enables,1,1,high,translating text-driven human motions into executable actions for humanoid robots
reinforcement learning,model,physical plausibility,outcome,improves,1,1,high,RLPF greatly outperforms baseline methods in generating physically feasible motions
motion tracking,model,fine-tuning rewards,data,generates,1,1,high,RLPF employs a motion tracking policy to assess feasibility in a physics simulator
alignment verification module,model,semantic fidelity,outcome,preserves,1,1,high,introduces an alignment verification module to preserve semantic fidelity to text instructions
joint optimization,model,physical plausibility and instruction alignment,outcome,ensures,1,1,high,This joint optimization ensures both physical plausibility and instruction alignment
synthetic data,data,sim-to-real object detection,adaptation,transfers_to,1,1,high,challenges of sim-to-real object detection
sim-to-real adaptation,adaptation,real-world data,data,transfers_to,1,1,high,refined with real-world data through iterative delta action modeling.
expert policies,model,unified controller,model,integrates_with,1,1,high,distilled into a unified generalist controller that preserves agility and robustness.
bumblebee,model,state-of-the-art performance,outcome,improves,1,1,high,BB achieves state-of-the-art general whole-body control.
synthetic data,data,latent action vocabulary,model,generates,1,1,high,learns a latent action vocabulary from synthetically rendered kinematic demonstrations
latent representation,model,dynamics-level commands,model,transfers_to,1,1,high,a reinforcement-learned WBC policy consumes these latent verbs to generate dynamics-level commands
vision-language policy,model,latent action vocabulary,model,integrates_with,1,1,high,a vision-language policy learns a latent action vocabulary
vision-language policy,model,success rate on visual navigation,outcome,improves,1,1,high,LeVERB can zero-shot attain a 80% success rate on simple visual navigation tasks
concise term,model,overall success rate,outcome,improves,1,1,high,outperforming naive hierarchical whole-body VLA implementation by 7.8 times
2d keypoints,data,robust policy learning,model,enables,1,1,high,flexible state representation for robust policy learning
concise,model,similar motions,data,generates,1,1,high,combine motion clustering and sim-to-real adaptation to overcome these challenges.
synthetic data,data,YOLO-based detection models,model,requires,1,1,high,trained exclusively on synthetic data
synthetic data,data,top performance,outcome,improves,1,1,high,achieves top performance on the public dataset with Yolov8 models
domain randomization,data,object characteristics,data,correlates,1,1,medium,"reflects different factors: object characteristics, background, illumination"
data augmentation,model,pseudo-labels,data,improves,1,1,high,improves quality of raw pseudo-labels in the target domain
reliable pseudo-labels,model,pseudo-labels,data,improves,1,1,high,rejects low-quality pseudo-labels based on Consistency of Multiple SAM Outputs
reliable pseudo-labels,data,labeled data,adaptation,enables,1,1,high,used for supervision and unreliable parts are regularized by entropy minimization
reliable pseudo-labels,data,SFDA performance,outcome,improves,1,1,high,improves SFDA performance by leveraging the reliability-aware training
Q-SAM2,model,high fidelity,outcome,improves,1,1,high,achieves high compression and high fidelity.
variance-reduced calibration,model,reduces weight variance,model,enables,1,1,high,reduces weight statistical variance by minimizing the Frobenius norm.
pre-training on massive data,data,fine-tuning downstream tasks,model,transfers_to,1,1,high,leveraging pre-training on a massive corpus of data and fine-tuning on different downstream tasks
Q-SAM2,model,highly accurate inference,outcome,improves,1,1,high,achieves highly accurate inference with substantial efficiency gains.
Q-SAM2,model,productivity gain,outcome,improves,1,1,high,achieving an 8x reduction in model size compared to the BF16 baseline.
segmentation heads,model,labeled data,problem,correlates,1,1,high,Current RRSIS methods rely on multi-modal fusion backbones and semantic segmentation heads but face challenges like dens
PSLG-SAM,model,annotation burden,problem,reduces,1,1,high,"the second stage can be train-free, significantly reducing the annotation data burden for the RRSIS task"
